OBJECTID,DAQ_ID,COMPANY,ADDRESS1,ADDRESS2,ADDRESS3,CITY,COUNTY,EASTING,NORTHING,YEAR,CARBON_MONOXIDE,OXIDES_NITROGEN,AMMONIA,PARTICULATE_MATTER_PM10,OXIDES_SULFUR,PM25,VOLATILE_ORGANIC_COMPOUNDS,x,y
998,11408,Texas Instruments Incorporated (TI),4000 North Flash Drive,,,Lehi,Utah,429463,4476787,2021,25.23921722,20.97481029,5.0465056,15.88839387,,9.6346147,16.44826641,-12449047.1,4929905.122
999,11386,Hexcel Corporation: Salt Lake Operations,6800 W 5400 S,,,West Valley City,Salt Lake,411206,4500593,2021,86.3953392,122.7827876,60.0054774,97.94109293,,79.70157695,100.6940913,-12473379.28,4961061.685
1000,11358,MACA Supply Company- Foundry,1415 West Spring Creek Place,,,Springville,Utah,446500,4448450,2021,1.11041859,1.35299991,,3.66689169,,2.43080329,1.0765704,-12426422.67,4892823.036
1001,10756,Northwest Pipeline GP- Vernal Compressor Station (Grand Father Equipment),1025 E 7750 N,,,Vernal,Uintah,641300,4492000,2021,2.2285,6.18233,,1.33057884,,1.33057884,0.44312904,-12170649.83,4948642.252
1002,12514,Kern River Gas Transmission Company- Elberta Compressor Station,"SE1/4  SW1/4  Sect 7, T10S, R1","W;39-57-13 Lat, 111-59-10 W Lo",,Elberta,Utah,415772,4423002,2021,11.5170264,36.415853,0.00643376,4.5524519,,4.5524519,2.11104382,-12466230.85,4859109.289
1003,12596,Kern River Gas Transmission Company- Salt Lake City Compressor Station,5051 W 150 S,,,Salt Lake City,Salt Lake,414616,4512908,2021,4.02744021,18.98202868,0.00352054,2.61369623,2E-08,2.61369623,1.99151243,-12469076.39,4977403.314
1004,11966,Dragon ESP Ltd- Steel Plate Manufacturing Plant,700 South 550 East,P.O. Box 1447,,Provo,Utah,444741,4452753,2021,,,,5.1553092,,5.1553092,0.746,-12428763.86,4898456.611
1005,13104,"Salt Lake Energy Systems, L.L.C.- Power Plant at Salt Lake Valley Landfill",6030 W 1300 S,,,Salt Lake City,Salt Lake,412800,4510799,2021,96.88949628,26.5576087,0.54,12.80490436,,12.80490436,27.36242916,-12471438.73,4974584.231
1006,10917,Compass Minerals Ogden Inc. - Production Plant,765 N 10500 W,,,Ogden,Weber,396869,4570651,2021,156.5312261,160.6996002,2.87886796,133.2418945,,55.5552389,27.94489759,-12493552.88,5053835.477
1007,11977,Trans-Jordan Cities- Trans-Jordan Landfill,10473 South Bacchus Highway (Highway 111),,,South Jordan,Salt Lake,410879,4490492,2021,178.0524213,34.80280391,0.00199592,51.66865967,,9.84875336,15.28907944,-12473650.74,4947715.984
1008,13014,"UGC Midstream LTC, LLC - Harley Dome NGL Extraction Facility",Grand County,,,Harley Dome,Grand,662540,4340821,2021,2.61192771,20.87338418,,0.51127051,,0.47527051,16.35661346,-12146919.56,4750570.065
1009,10794,McWane Ductile - Utah,2550 South Industrial Parkway,,,Provo,Utah,446300,4449800,2021,16.752862,32.15884824,0.96024151,15.58790799,,12.57327727,18.45082047,-12426696.73,4894593.499
1010,10571,Kennecott Utah Copper LLC: Mine & Copperton Concentrator,8362 W 10200 S,,,Bingham Canyon,Salt Lake,407000,4493000,2021,1370.352348,4197.659977,1.8004864,889.1329724,,248.8126237,210.103773,-12478791.59,4950964.087
1011,10346,Kennecott Utah Copper LLC - Smelter & Refinery,12000 West 2100 South,,,Magna,Salt Lake,399000,4508000,2021,102.8875406,139.2182555,4.3127143,335.9849526,,178.2113618,10.94689566,-12489580.58,4970649.075
1012,10123,HollyFrontier Woods Cross Refining LLC,393 South 800 West,,,Woods Cross,Davis,424000,4526227,2021,295.764959,112.4171846,7.76522336,20.30659469,,20.07513215,198.3060581,-12456882.46,4995187.429
1013,16035,"Kennecott Utah Copper, LLC - Bonneville Borrow Area",2500 South 9180 West,,,Magna,Salt Lake,405154,4505180,2021,16.53,1.65,,14.435,,2.0437,0.83,-12481423.71,4967026.762
1014,15706,"Duncan Aviation, Inc. Aircraft Maintenance, Repair, and Overhaul (MRO) Complex",262 South 3800 West,,,Provo,Utah,438136,4453558,2021,2.533272,3.0158,0.0965056,0.2292008,,0.2292008,4.222729,-12437413.79,4899446.668
1015,14499,Desert Hawk Gold Corporation - Gold Mine,7172 N. Main St,,,Ibapah,Tooele,260724,4443788,2021,26.44223233,15.25723279,,5.10378241,,1.0137974,0.81853504,-12668991.06,4881996.844
1016,10922,Westinghouse Electric Company LLC- Zirconium Hafnium Production Plant,"10,000 West 900 South",,,Ogden,Weber,397000,4568030,2021,574.1013574,25.03424973,2.3894056,12.09067761,,11.88626263,2.55853877,-12493329.46,5050342.135
1017,16023,ATK Launch Systems - Promontory,9160 N Hwy 83,,,Promontory,Box Elder,380864,4611415,2021,42.9027361,35.97321228,0.74359554,49.63426427,8.079E-05,35.30254924,28.1015008,-12515717.78,5108035.913
1018,11798,G & K Services Incorporated- Industrial Laundry,1671 South 4370 West,,,Salt Lake City,Salt Lake,416009,4509703,2021,1.09229187,4.13346792,0.00181397,0.08523001,,0.08523001,1.59987163,-12467191.84,4973182.897
1019,11652,"Danone US, LLC - West Jordan Dairy Food",6165 West Dannon Way (9280 S),,,West Jordan,Salt Lake,412330,4492835,2021,,20.589512,,,,,2.23281476,-12471779.31,4950831.539
1020,10414,Central Valley Water Reclamation Facility Wastewater Treatment Plant,800 W Central Valley Road,,,Salt Lake City,Salt Lake,422600,4506500,2021,79.64608876,21.17287794,16.83207717,3.67333218,,2.61236003,15.6780363,-12458459.74,4969040.243
1021,10402,"ATK Launch Systems, Inc. - Bacchus Works - Plant 1 NIROP Bacchus West",5000 South 8400 West,,,West Valley City,Salt Lake,409700,4502100,2021,13.56594823,24.87432578,0.54764,4.08936833,0.0070877,2.35858455,19.9385904,-12475386.03,4963029.556
1022,10354,University of Utah- University of Utah facilities,125 S Fort Douglas Blvd.,Building 605,,Salt Lake City,Salt Lake,429400,4512800,2021,39.58981545,35.5121199,2.09883592,8.12396807,,8.12363105,6.07582467,-12449578.87,4977466.866
1023,14167,"Autoliv ASP, Incorporated",1000 West 3300 South,,,Ogden,Weber,415871,4562103,2021,10.53893141,1.87149322,,0.12068822,0.0180024,0.11926405,44.32553573,-12468166.95,5042763.916
1024,10716,US Magnesium LLC- Rowley Plant,"15 Miles North Exit 77, I-80",,,Rowley,Tooele,354141,4530490,2021,230.0387117,746.391202,1.0846672,404.229091,0.0331128,305.4884975,730.3866298,-12549268.2,4999446.855
1025,10820,Geneva Rock Products- Orem Hot Mix Asphalt Plant & Concrete Batch Plants,1565 West 400 North,,,Orem,Utah,438021,4461464,2021,19.60133969,5.25120655,,5.55567726,,1.62618266,4.09398136,-12437649.37,4909835.836
1026,10369,"Bimbo Bakeries USA, Inc.- Salt Lake City Bakery",3475 S 300 W,PO Box 65487,,Salt Lake City,Salt Lake,424100,4505200,2021,2.425668,2.8877,0.03536632,0.4751597,,0.2194652,8.63053005,-12456465.78,4967341.333
1027,10843,"Geneva Rock Products, Inc. - Pelican Point Limestone, Aggregate, & Concrete Facility  ",1565 Redwood Road,,,Lehi,Utah,425920,4456650,2021,4.45584035,11.34445064,,20.05662222,,4.61806394,0.76453672,-12453436.81,4903364.297
1028,10565,Geneva Rock Products- Point of the Mountain (Hansen-Lehi) Facility,15547 South Minuteman Drive,,,Draper,Salt Lake,423090,4480190,2021,37.34117108,42.78682293,0.0110112,83.86083505,,17.91511653,6.98685189,-12457456.94,4934306.982
1029,14155,Sunroc Corporation- Salem Aggregate Facility,790 South 1700 East,,,Salem,Utah,445420,4432580,2021,2.60617235,10.41013844,,3.03837156,,0.70627103,0.36119983,-12427685.55,4872001.788
1030,10814,Sunroc Corporation- Santaquin Aggregate Facility,0.5 Miles West of Highway 91,"(2.5 Miles South of Santaquin, UT)",,Santaquin,Utah,430621,4421647,2021,4.39915821,17.73703748,,11.05151048,,3.72955463,0.60414631,-12446865.34,4857532.505
1031,10722,Cargill Incorporated--Salt Division- Timpie Salt Processing Plant,15100 West Rowley Road,,,Grantsville,Tooele,359940,4512330,2021,15.545417,21.043157,0.209984,23.54285659,0.09745,14.94132364,2.093495,-12541151.46,4975537.457
1032,12469,"Western Emulsion, Inc.- Woods Cross Hot Asphalt Storage Terminal",991 W. 1500 S.,,,Woods Cross,Davis,423500,4525000,2021,1.60104,1.906,0.0093394,0.186856,,0.149056,0.7157841,-12457526.22,4993553.419
1033,11229,"Lifetime Products, Inc.- Basketball Standards & Picnic Table Manufacturer",Building D-11 Freeport,P.O. Box 160010,,Clearfield,Davis,413290,4550430,2021,57.84051427,23.54072274,,2.00370791,,1.94201344,12.83582328,-12471409.58,5027180.33
1034,11599,"SME Industries, Incorporated",5801 West Wells Park Road,,,West Jordan,Salt Lake,412650,4492191,2021,1.8096,8.205,,2.43465625,,0.572,17.1122,-12471348.54,4949986.295
1035,10749,Simplot Phosphates LLC - Vernal Phosphate Operations,9401 N Hwy 191,,,Vernal,Uintah,627613,4495593,2021,0.20395631,0.92974665,,3.02137787,,0.59759169,2.15660523,-12188561.49,4953711.014
1036,10483,"FC Printing, Inc.- Printing Facility",2580 Decker Lake Blvd #100,,,Salt Lake City,Salt Lake,420700,4508000,2021,,,,,,,6.5908,-12460984.33,4970997.975
1037,10423,Interstate Brick Company: Brick Manufacturing Plant,9780 S. 5200 W.,,,West Jordan,Salt Lake,413500,4491500,2021,50.57254361,27.03777718,,27.03033823,,13.39570663,2.54723306,-12470220.23,4949087.202
1038,10449,LDS Church Printing Center- Salt Lake Printing Center - LDS Church,1980 W Industrial Circle,,,Salt Lake City,Salt Lake,420041,4509382,2021,1.53472571,1.65437144,0.0074823,17.1984182,,8.67838872,3.15220994,-12461872.45,4972817.133
1039,11234,Staker & Parson Companies- Point of the Mountain Facilities,3.5 Miles South of Bluffdale Exit 291,,,Bluffdale,Salt Lake,423193,4480340,2021,40.63340877,61.62460818,,33.97751471,0.00741,11.48280887,17.51090875,-12457323.72,4934506.093
1040,12919,"TreeHouse Foods, Inc.",215 North 700 West,Ogden Business Depot,,Ogden,Weber,416000,4568600,2021,23.85457465,28.41222927,0.13912815,6.46572257,,2.15922257,1.56317142,-12468095.21,5051427.854
1041,12398,Staker Parson Companies West Haven Asphalt Storage Terminal,2350 S 1900 W,,,West Haven,Weber,414600,4564100,2021,2.59896,2.3569,,0.235144,,0.235144,4.09763,-12469885.36,5045405.838
1042,10927,Levolor Home Fashions- Manufacturing Facility,1330 West 3300 South,,,Ogden,Weber,415180,4561780,2021,0.09169883,0.0534485,0.000496,0.00635742,,0.0060861,3.03411263,-12469079.32,5042322.817
1043,13099,Staker & Parson Companies- Beck Street Consolidated,2080 North Beck Street,,,Salt Lake City,Salt Lake,422800,4518000,2021,52.41061269,70.24396835,0.0044394,38.73898414,,12.31499522,10.20286657,-12458354.26,4984266.048
1044,15992,"Bullfrog International, L.C. - Herriman Spa Manufacturing Plant",7017 W 11800 S,,,Herriman,Salt Lake,410496,4487795,2021,1.22403681,1.64089612,0.04317211,0.11027899,,0.11027899,20.45241404,-12474111.75,4944151.005
1045,10439,Lakeview Rock Products- North Salt Lake Pit,2300 North Beck Street,North Salt Lake,,Salt Lake County,Salt Lake,423000,4519400,2020,19.64405569,16.94711383,0.0003675,24.59641476,,6.07433686,4.58712849,-12458109.57,4986123.655
1046,10407,Granite Construction Company- Cottonwood Facility,6901 S Wasatch Blvd,,,Salt Lake City,Salt Lake,432740,4497460,2020,33.1269334,11.31863195,,17.86832531,,7.1200184,9.24895801,-12444991.01,4957220.235
1047,14180,eBay Inc.: Topaz (South Jordan) Data Center,6614 West Crimson View Drive,,,South Jordan,Salt Lake,411299,4490858,2020,1.42671714,12.44290238,,0.1987263,,0.19835865,0.3852341,-12473104.28,4948205.661
1048,14180,eBay Inc.: Topaz (South Jordan) Data Center,6614 West Crimson View Drive,,,South Jordan,Salt Lake,411299,4490858,2021,2.31085139,20.46699105,,0.31987969,,0.31953199,0.61069201,-12473104.28,4948205.661
1049,10034,"Paradox Midstream, LLC- Lisbon Natural Gas Processing Plant",remote location,,,Moab,San Juan,650990,4225333,2021,228.958625,181.4390595,1.64113829,27.82533129,,26.80455083,19.6363178,-12164601.89,4602514.575
1050,12538,"Liberty Safe and Security Products, Inc.- Payson Manufacturing Plant",1199 West Utah Ave,,,Payson,Utah,435790,4432190,2017,2.3678,5.56433,,0.457882,,,12.8055725,-12440246.6,4871392.299
1051,10008,Nucor Steel,West Nucor Rd,PO Box 100,,Plymouth,Box Elder,400539,4637480,2021,1283.783217,199.6568822,2.61892394,66.20539125,,51.58715172,54.54853281,-12489908.94,5143468.589
1052,10005,Kinder Morgan Altamont LLC: Altamont Main Gas Processing Plant,PO Box 587,,,Altamont,Duchesne,557129,4467475,2021,24.68766151,14.91531423,0.05624609,2.49547508,,2.49547508,63.61372633,-12281570.31,4917793.589
1053,10209,Kinder Morgan Altamont LLC- Altamont East Compressor Station,P O Box 587,,,Atlamont,Duchesne,564020,4467280,2021,49.87374365,390.1873153,0.0053131,5.18183779,,5.18183779,41.02504729,-12272539.44,4917463.867
1054,10219,Kinder Morgan Altamont LLC Bluebell Facility,Sec 20 T1S R5W,,,Altamont,Duchesne,577662,4470574,2021,29.28593306,35.73549949,0.01191168,3.51299024,,3.51299024,49.27612321,-12254613.94,4921630.21
1055,10210,Kinder Morgan Altamont LLC- Altamont West Compressor Station,PO Box 587,,,Altamont,Duchesne,551427,4463055,2021,17.12998016,315.0952669,0.00447032,1.38303556,,1.38303556,40.02175193,-12289084.54,4912032.698
1056,10676,Utelite Corporation: Shale Processing,Shale Processing,West of Rockport Reservoir,,Rockport,Summit,466000,4511500,2020,8.59245248,179.6648336,0.01853355,57.17401627,,28.8769852,1.79966493,-12401300.46,4976087.976
1057,10122,"Big West Oil, LLC- Big West Oil Refinery",333 W Center St,,,North Salt Lake,Davis,422500,4521000,2021,209.8587622,106.6006281,25.502848,14.88150228,,14.71704928,268.2117603,-12458791.68,4988236.975
1058,10122,"Big West Oil, LLC- Big West Oil Refinery",333 W Center St,,,North Salt Lake,Davis,422480,4521000,2020,185.8693925,99.28725107,25.845865,15.87786073,,15.72634783,286.2670326,-12458818.09,4988236.696
1059,10156,Utility Trailer Manufacturing Company: Trailer Manufacturing Facility,1111 South 1000 West.,,,Clearfield,Davis,412468,4550241,2021,4.19445434,4.7967451,0.00708295,1.1892642,,1.17407795,33.63883343,-12472495.9,5026915.389
1060,10685,Crandall Crushing- Aggregate Crusher & Asphalt Plant,2504 W SR 32,,,Peoa,Summit,472397,4508467,2020,1.87298014,8.77773117,,9.75154587,,1.54091681,0.21211433,-12392849.77,4972108.853
1061,10124,Silver Eagle Refining - Woods Cross Inc.- Petroleum Products Refining,2355 So. 1100 West,,,Woods Cross,Davis,423200,4524300,2021,40.01584863,31.39742881,1.25242871,3.78740083,,3.23183889,49.75502406,-12457912.87,4992621.122
1062,15984,"CMC Rock, LLC - Pelican Point Aggregate Plant","Mile Marker 20, Highway 68",,,Utah County,Utah,424959,4451901,2021,0.008911,0.0413658,,19.99767366,,3.06294334,0.0033768,-12454632.85,4897113.456
1063,10153,Zero Manufacturing Incorporated- Aluminum Case & Container Manufacturing Plant,500 West 200 North,,,North Salt Lake,Davis,422640,4521860,2021,2.24616,2.674,0.085568,0.905974,,0.905974,5.19757,-12458618.75,4989378.74
1064,10327,Intermountain Power Service Corporation- Intermountain Generation Station,850 West Brush Wellman Road,,,Delta,Millard,364200,4374400,2021,857.2218715,10252.96787,1.5122552,980.5699922,,921.6542227,103.0463049,-12532304.78,4794775.178
1065,10951,Fresenius Medical Care- Ogden Dialysis Products Manufacturing,475 West 13th Street,,,Ogden,Weber,417250,4565905,2021,55.35643962,28.6972769,,5.0164858,,5.01638627,23.04199513,-12466393.57,5047852.967
1066,10313,Graymont Western US Incorporated- Cricket Mountain Plant,"32 Miles Southwest of Delta, Utah; Highway 257",PO Box 669,,Delta (Millard),Millard,342553,4311571,2021,221.9209942,727.2418004,19.83338884,345.281688,,151.3792087,9.94103292,-12558691.7,4712930.596
1067,10237,PacifiCorp- Hunter Power Plant,Hunter Power Plant,PO Box 569,,Castle Dale,Emery,497461,4335800,2021,4429.785471,10831.81677,1.41313852,628.2982562,,329.2010669,126.1623844,-12359735.05,4746255.99
1068,10720,Clean Harbors Grassy Mountain LLC: Grassy Mountain Landfill Facility,3 miles East of and 7 miles north of exit 41,I-80,,Knolls,Tooele,313779,4520571,2021,4.49658548,2.105278,,3.41833088,,0.89790809,0.54109898,-12602256.91,4985098.119
1069,11794,Petersen Inc.- Steel Fabrication Plant,1527 North 2000 West,,,Ogden,Weber,413729,4571203,2021,2.50424963,1.0580795,,0.09982029,,0.01598529,1.81021052,-12471153.83,5054865.228
1070,10335,Tesoro Refining & Marketing Company LLC - Salt Lake City Refinery,474 West 900 North,,,Salt Lake City,Salt Lake,423400,4515950,2021,284.1442844,239.9462319,3.49842328,103.0403786,,63.23418276,220.7103318,-12457534.44,4981558.915
1071,10556,Chevron Products Co - SLC Terminal- Salt Lake City Marketing Terminal,2350 N 1100 W,,,North Salt Lake,Davis,422358,4519250,2021,,,,,,,15.8121,-12458955.33,4985916.108
1072,10238,PacifiCorp- Huntington Power Plant,P. O. Box 680,,,Huntington,Emery,493130,4358840,2021,6887.789309,6304.522787,0.86439628,571.4161613,,296.6386436,85.44242991,-12365342.89,4776107.655
1073,10133,Pioneer Investments Corporation - Phillips 66 Company North Salt Lake Pipeline Terminal,245 East 1100 North,,,North Salt Lake,Davis,423667,4523922,2022,4.39358929,2.29359418,,0.00763572,,0.00392955,52.12840283,-12457290.9,4992126.373
1074,11594,Tooele Army Depot- Tooele Army Depot,Tooele Army Depot,"JMTE-BON, Bldg 501, Attn: Nick Montgomery",,Tooele,Tooele,358300,4488200,2021,1.57946427,26.54841729,0.08019677,43.95314731,,4.14387999,1.3732457,-12542708.07,4943618.994
1075,11358,MACA Casting and Machine,1415 West Spring Creek Place,,,Springville,Utah,446500,4448450,2022,1.10964009,1.35020316,,3.66679719,,2.40912628,1.0762869,-12426422.67,4892823.036
1076,10123,"HF Sinclair Woods Cross Refining, LLC",393 South 800 West,,,Woods Cross,Davis,424000,4526227,2022,261.5717945,117.1705485,7.58888308,21.50822737,,21.27986665,242.9324178,-12456882.46,4995187.429
1077,10152,"ATK Space Systems, Inc- Clearfield Manufacturing Facility",Freeport Center 14th Street,,,Clearfield,Davis,414000,4550000,2022,6.97932278,7.25442951,0.23371069,0.8622824,,0.85842044,23.66675068,-12470461.83,5026619.374
1078,10008,Nucor Steel,West Nucor Rd,PO Box 100,,Plymouth,Box Elder,400539,4637480,2022,1118.475082,197.9646897,2.48642854,73.0875703,,59.60157758,38.91463904,-12489908.94,5143468.589
1079,10121,Hill Air Force Base- Main Base,75 CEG/CEIE,"7290 Weiner Street, Building 383",,Hill Air Force Base,Davis,416588,4553000,2022,96.708981,90.786297,1.94556,17.68189,,12.368624,126.361116,-12467077.12,5030651.386
1080,10335,Tesoro Refining & Marketing Company LLC - Salt Lake City Refinery,474 West 900 North,,,Salt Lake City,Salt Lake,423400,4515950,2022,283.2670663,239.6697218,3.42313247,102.3915944,,50.43701549,223.4323728,-12457534.44,4981558.915
1081,10354,University of Utah- University of Utah Facilities,125 S Fort Douglas Blvd.,Building 605,,Salt Lake City,Salt Lake,429205,4512688,2022,40.76092662,31.47869342,2.3445688,9.39266951,,9.38951771,6.35398509,-12449834.62,4977316.128
1082,10354,University of Utah- University of Utah facilities,125 S Fort Douglas Blvd.,Building 605,,Salt Lake City,Salt Lake,429400,4512800,2020,48.13480622,48.36120441,2.21694704,8.03229958,,8.02733606,6.27506949,-12449578.87,4977466.866
1083,10219,Kinder Morgan Altamont LLC Bluebell Facility,Sec 20 T1S R5W,,,Altamont,Duchesne,577662,4470574,2022,34.52141641,39.2729473,0.02378112,3.2312882,,3.2312882,51.83940741,-12254613.94,4921630.21
